date,title,event_or_location,type,description,source_url
2024-03-09,The Sedona Ascension Retreat 2024,"Sedona, Arizona",retreat,Listed on BasharTV (no topic tags or synopsis exposed on the program page). Recording date 2024 per fan-archived copy on archive.org (identifier bashar-sedona-ascension-retreat-2024). Date 2024-03-09 per the archive.org item page metadata.,https://tv.bashar.org/programs/sedona-ascension-retreat-2024
2024-03-23,The Interstellar Alliance Social Experiment Step Two,,live session,"Topics tagged on BasharTV: personal path, open contact, global citizenship, civilization, The AAA Formula. Recording date 2024-03-23 per fan-archived copy on archive.org (identifier bashar-social-experiment-step-2-2024-03-23).",https://tv.bashar.org/programs/social-experiment-step-2
2024-04-27,The Interstellar Alliance Social Experiment Step Three,,live session,"Topics tagged on BasharTV: global citizens, changing beliefs, the formula, alignment. Recording date 2024-04-27 per fan-archived copy on archive.org (identifier bashar-social-experiment-step-three-2024-04-27).",https://tv.bashar.org/programs/social-experiment-step-3
2024-05-15,An Evening with Bashar - 2024-05-15,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Evening with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/evening-may-15-2024
2024-05-25,The Interstellar Alliance Social Experiment Step Four,,live session,"Topics tagged on BasharTV: changes, open contact, amplify vibration, beliefs, forgiveness, higher mind. Recording date 2024-05-25 per fan-archived copy on archive.org (identifier bashar-social-experiment-step-4-2024-05-25).",https://tv.bashar.org/programs/social-experiment-step-4
2024-06-29,The Soul Cycle,,live session,"Topics tagged on BasharTV: exploring souls, mechanics of soul, beliefs, consciousness, manifestation, incarnation, higher vibrational, karma. Recording date 2024-06-29 per fan-archived copy on archive.org (identifier bashar-soul-cycle-2024-06-29).",https://tv.bashar.org/programs/soul-cycle
2024-07-27,Social Experiment Step 5,,live session,"Topics tagged on BasharTV: open contact, volunteering, create unity, vibration connection, highest excitement, the Precursors, war, conflict, tension. Recording date 2024-07-27 per fan-archived copy on archive.org (identifier bashar-social-experiment-step-five-2024-07-27).",https://tv.bashar.org/programs/social-experiment-step-5
2024-08-24,The Interstellar Alliance Social Experiment: Step Six,,live session,"Bashar channeling session titled 'The Interstellar Alliance Social Experiment: Step Six', dated 2024-08-24. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-social-experiment-step-six-2024-08-24
2024-09-14,Open Contact Part One,"Sedona (Interstellar Alliance Social Experiment Step Seven / Open Contact, day one)",live session,Two-day session recorded 2024-09-14 (approx. 125 min per archived copy). Archive.org also lists a companion item titled 'Social Experiment Step Seven Open Contact Part One'. No official synopsis located.,https://archive.org/details/bashar-open-contact-part-one_202409
2024-09-15,Open Contact Part Two,"Sedona (Open Contact, day two)",live session,"Second day of the Open Contact sessions, recorded 2024-09-15 (approx. 137 min per archived copy). No official synopsis located.",https://archive.org/details/bashar-open-contact-part-two_202409
2024-10-19,Gaia's Channeling Conference (2nd) - Bashar session,"Gaia headquarters, 833 W South Boulder Road, Louisville, Colorado (in person + Events+ streaming)",conference,"Gaia's second Channeling Conference, October 19 (early-bird pricing ended May 31, 2024; $299 thereafter). Five channelers including Darryl Anka (Bashar), Lee Carroll (Kryon), Sheila Gillette (Theo) and Jessie Herman (Vagrein).",https://marketplace.gaia.com/products/channeling-conference-2024-october-19-2025
2024-10-26,Facing Your Demons,,live session,"Bashar channeling session titled 'Facing Your Demons', dated 2024-10-26. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-facing-your-demons-2024-10-26
2024-11-23,Echoes of Sedona,Crowdcast livestream (crowdcast.io/c/echoes) / bashar.org featured event,online session,"Bashar session listed on bashar.org's homepage with a Crowdcast livestream link; fan-archived recording (approx. 2 h 24 min) is dated November 23, 2024. No official synopsis located.",https://archive.org/details/bashar-echoes-of-sedona
2024-12-21,Shifting Realities,Crowdcast livestream (crowdcast.io/c/shifting) / bashar.org featured event,online session,"Bashar session listed on bashar.org's homepage with a Crowdcast livestream link; fan-archived recording (approx. 2 h 18 min) is dated December 21, 2024. No official synopsis located.",https://archive.org/details/bashar-shifting-realities_202412
2025,Messages from Bashar the Extraterrestrial - S01E01: Where Do We Come From?,"Gaia (streaming series, 6 episodes, ~26-28 min each)",other,"Gaia documentary-series episode with Darryl Anka channeling Bashar. Official blurb: ""What if the origins of humanity are far more extraordinary than you ever imagined?"" Series overview: '500 light years away, Bashar, a humanoid being from the parallel reality of Essassani, brings extraordinary wisdom through his channel, Darryl Anka.' TVDB lists no air date; its series record was created 2025-03-05.",https://www.thetvdb.com/series/messages-from-bashar-the-extraterrestrial/allseasons/official
2025,Messages from Bashar the Extraterrestrial - S01E02: What Is the Nature of Existence?,"Gaia (streaming series, 6 episodes, ~26-28 min each)",other,"Gaia documentary-series episode with Darryl Anka channeling Bashar. Official blurb: ""What if the essence of our existence is a reflection of a singular, interconnected reality?"" Series overview: '500 light years away, Bashar, a humanoid being from the parallel reality of Essassani, brings extraordinary wisdom through his channel, Darryl Anka.' TVDB lists no air date; its series record was created 2025-03-05.",https://www.thetvdb.com/series/messages-from-bashar-the-extraterrestrial/allseasons/official
2025,Messages from Bashar the Extraterrestrial - S01E03: What Is Our Purpose?,"Gaia (streaming series, 6 episodes, ~26-28 min each)",other,"Gaia documentary-series episode with Darryl Anka channeling Bashar. Official blurb: ""What if the challenges in your life aren't obstacles, but a divine compass guiding you to your true essence?"" Series overview: '500 light years away, Bashar, a humanoid being from the parallel reality of Essassani, brings extraordinary wisdom through his channel, Darryl Anka.' TVDB lists no air date; its series record was created 2025-03-05.",https://www.thetvdb.com/series/messages-from-bashar-the-extraterrestrial/allseasons/official
2025,Messages from Bashar the Extraterrestrial - S01E04: How Do We Find Our Path?,"Gaia (streaming series, 6 episodes, ~26-28 min each)",other,"Gaia documentary-series episode with Darryl Anka channeling Bashar. Official blurb: ""What if you could wake up every day feeling deeply aligned - living with passion, creativity, and synchronicity?"" Series overview: '500 light years away, Bashar, a humanoid being from the parallel reality of Essassani, brings extraordinary wisdom through his channel, Darryl Anka.' TVDB lists no air date; its series record was created 2025-03-05.",https://www.thetvdb.com/series/messages-from-bashar-the-extraterrestrial/allseasons/official
2025,Messages from Bashar the Extraterrestrial - S01E05: Are We Alone?,"Gaia (streaming series, 6 episodes, ~26-28 min each)",other,"Gaia documentary-series episode with Darryl Anka channeling Bashar. Official blurb: ""Explores extrasolar planets, potential extraterrestrial life, and connections between extraterrestrials, spiritual guides, and ancestors."" Series overview: '500 light years away, Bashar, a humanoid being from the parallel reality of Essassani, brings extraordinary wisdom through his channel, Darryl Anka.' TVDB lists no air date; its series record was created 2025-03-05.",https://www.thetvdb.com/series/messages-from-bashar-the-extraterrestrial/allseasons/official
2025,Messages from Bashar the Extraterrestrial - S01E06: Where Are We Headed?,"Gaia (streaming series, 6 episodes, ~26-28 min each)",other,"Gaia documentary-series episode with Darryl Anka channeling Bashar. Official blurb: ""Examines how higher frequencies could activate dormant DNA markers and reshape humanity's future through channeled guidance."" Series overview: '500 light years away, Bashar, a humanoid being from the parallel reality of Essassani, brings extraordinary wisdom through his channel, Darryl Anka.' TVDB lists no air date; its series record was created 2025-03-05.",https://www.thetvdb.com/series/messages-from-bashar-the-extraterrestrial/allseasons/official
2025,Sedona Ascension Retreat 2025,"Sedona, Arizona",retreat,"Bashar channeling session titled 'Sedona Ascension Retreat 2025', dated 2025. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-sedona-ascension-retreat-2025
2025,Sedona Ascension Retreat 2025 (Bashar session),"Sedona Ascension Retreat, Sedona, Arizona",retreat,"Darryl Anka channeling Bashar at the 2025 Sedona Ascension Retreat (commemorated by 'Sedona 2025' merchandise in the Bashar store). A fan-archived recording (~97 min) carries the metadata date 2025-03-15, which conflicts with Anka's Emersion 2025 appearance the same weekend, so only the year is recorded.",https://archive.org/details/bashar-sedona-ascension-retreat-2025
2025-01-26,No More Secrets,,live session,"Topics tagged on BasharTV: contact, vibration, Consequential Secrets, energy, highest excitement, channeling. Date 2025-01-26 per the archive.org item page metadata.",https://tv.bashar.org/programs/no-more-secrets
2025-02-22,Expect the Unexpected,,live session,"Topics tagged on BasharTV: contact, our society, reflections, chaos, alignment, close-minded, hypnotherapy, economy, religion, spirit, spirit guides, souls. Date 2025-02-22 per the archive.org item page metadata.",https://tv.bashar.org/programs/expect-the-unexpected
2025-03-15,Emersion 2025 (Gaia) - Bashar session,"GaiaSphere Event Center, Louisville, Colorado (in person + Gaia+ streaming)",conference,"Gaia's Emersion Conference, March 15-16, 2025. Darryl Anka listed as a featured speaker: 'Bashar reveals humanity's path to Open Contact and our role in the galactic community.' In-person tickets plus online access via Gaia+ ($299/yr).",https://www.gaia.com/lp/emersion2025
